id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
21466718,https://www.airbnb.com/rooms/21466718,20231227173841,2023-12-28,previous scrape,Rental unit in Zürich · ★4.82 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/69e45049-a7d7-4d7f-8b06-b2417138ff04.jpg,23561865,https://www.airbnb.com/users/show/23561865,Dimi,2014-11-10,"Zurich, Switzerland","",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_x_medium,,63,134,"['email', 'phone', 'work_email']",t,t,,Hottingen,Kreis 7,47.36626,8.55394,Entire rental unit,Entire home/apt,4,,1 bath,,1,[],$189.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2023-12-28,87,40,2,2017-11-11,2023-12-07,4.82,4.89,4.77,4.89,4.89,4.88,4.74,,t,61,61,0,0,1.17
21468955,https://www.airbnb.com/rooms/21468955,20231227173841,2023-12-28,previous scrape,Townhouse in Zurich · ★4.80 · 3 bedrooms · 3 beds · 1 bath,,,https://a0.muscache.com/pictures/81b05dc5-e667-476b-b8ee-ed830b47525e.jpg,3092677,https://www.airbnb.com/users/show/3092677,Diego,2012-07-29,"Zürich, Switzerland","I am a professional photographer and video director. I am half swiss, half italian. i am 48 years old, and me and my wife have a little boy of 5. I occasionally rent our lovely and cozy house on airbnb, when we are on holidays. (see listing)
I love art, design, selected vintage objects and furniture, movies, good food and cooking. My home contains some of these objects that I love and it is important to me that my guests are responsible and will take good care of the apartment and the objects in it, and keep it as clean and nice as it is when entering it  and consider the house rules during their stay.",N/A,N/A,33%,f,https://a0.muscache.com/im/pictures/user/912c3ffb-d1fd-4fb3-98e6-3b4404366f7f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/912c3ffb-d1fd-4fb3-98e6-3b4404366f7f.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Altstetten,Kreis 9,47.38403,8.49748,Entire townhouse,Entire home/apt,4,,1 bath,,3,[],,4,1125,4,4,1125,1125,4.0,1125.0,,,0,0,0,0,2023-12-28,5,1,0,2018-03-01,2023-08-18,4.8,4.8,4.8,4.8,4.8,4.8,4.6,,f,2,1,1,0,0.07
21497605,https://www.airbnb.com/rooms/21497605,20231227173841,2023-12-28,previous scrape,Rental unit in Zürich · ★4.33 · 1 bedroom · 2 beds · 1 bath,,"In der Nachbarschaft befindet sich die Limmat, in der man im Sommer baden kann. Es hat Lebensmittelshops in unmittelbarer von denen einige bis um 23:00 geöffnet. Gute Restaurants und angesagte Bars sind der Nähe.",https://a0.muscache.com/pictures/bf448c75-16ca-426b-9ba2-8a19d759ac22.jpg,3072679,https://www.airbnb.com/users/show/3072679,Felix,2012-07-27,"Zurich, Switzerland","Es freut mich, schöne Apartments im Zentrum von Zürich zu vermieten. Wir freuen uns auf Deinen Aufenthalt!",N/A,N/A,0%,f,https://a0.muscache.com/im/users/3072679/profile_pic/1384192385/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3072679/profile_pic/1384192385/original.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone']",t,t,"Zürich, Switzerland",Wipkingen,Kreis 10,47.39376,8.53007,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$165.00,30,730,30,30,730,730,30.0,730.0,,t,0,0,0,0,2023-12-28,6,0,0,2017-11-30,2020-04-05,4.33,4.33,4.83,4.83,4.83,4.67,4.0,,f,5,5,0,0,0.08
21507871,https://www.airbnb.com/rooms/21507871,20231227173841,2023-12-28,previous scrape,Rental unit in Zürich · ★4.79 · 1 bedroom · 1 bed · 1.5 shared baths,,"There are a lot of restaurants and bars nearby, a tram station 2 minutes by foot and two supermarkets within 3 minutes by foot.",https://a0.muscache.com/pictures/2579155a-4133-43d7-8833-dc567b7caa24.jpg,12493353,https://www.airbnb.com/users/show/12493353,Christian,2014-02-23,"Zürich, Switzerland","Interested in music, hiking, south america, acro yoga, politics, economic policy, automation, economic inequality, traveling, nature, life.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/b2953a31-5ffc-490d-8404-c9e6bfca1e7e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b2953a31-5ffc-490d-8404-c9e6bfca1e7e.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Zürich, Switzerland",Sihlfeld,Kreis 3,47.37108,8.51786,Private room in rental unit,Private room,2,,1.5 shared baths,,1,[],,3,4,3,3,4,4,3.0,4.0,,,0,0,0,0,2023-12-28,14,0,0,2017-11-17,2021-09-27,4.79,4.93,4.57,4.57,4.71,5.0,4.64,,f,1,0,1,0,0.19
21508610,https://www.airbnb.com/rooms/21508610,20231227173841,2023-12-28,city scrape,Rental unit in Zürich · ★4.98 · 1 bedroom · 1 bed · 1.5 baths,,The apartment is in a residential neighborhood. A few shops are within walking distance. Nearby public transportation provides a 20-minute ride to downtown Zurich and reaches the airport in 30 minutes.,https://a0.muscache.com/pictures/5ca7ccde-76f7-4318-913f-f63c9f4298ff.jpg,104788688,https://www.airbnb.com/users/show/104788688,Beat,2016-11-22,"Zürich, Switzerland","Having travelled the entire world both privately and professionally, I have an idea how I would love to stay far from home. This is reflected in our apartment - just the pool is missing...",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/ef3656e0-db46-4396-96f7-2b5d6d7e2395.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ef3656e0-db46-4396-96f7-2b5d6d7e2395.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'work_email']",t,t,"Zürich, Switzerland",Höngg,Kreis 10,47.40448,8.48579,Entire rental unit,Entire home/apt,4,,1.5 baths,,1,[],$187.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2023-12-28,149,31,1,2017-11-01,2023-12-08,4.98,4.99,4.96,4.97,5.0,4.79,4.88,,t,2,2,0,0,1.99
21542690,https://www.airbnb.com/rooms/21542690,20231227173841,2023-12-27,city scrape,Rental unit in Zürich · ★4.93 · 1 bedroom · 1 bed · 1 bath,,Quite and safe environment,https://a0.muscache.com/pictures/pro_photo_tool/Hosting-21542690-unapproved/original/9b7099f7-da3b-4c01-821f-b3cbd49600c0.JPEG,40915235,https://www.airbnb.com/users/show/40915235,Kathrin,2015-08-09,"Zürich, Switzerland","Wir sind eine Familie mit 3 Kindern und Leben am Stadtrand von Zürich. 
Gäste sind bei uns immer willkommen!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/51cdc932-f3d3-4c5a-a5fc-28df3231de78.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/51cdc932-f3d3-4c5a-a5fc-28df3231de78.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Zürich, Switzerland",Witikon,Kreis 7,47.35633,8.6062,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$150.00,3,1125,1,3,1125,1125,3.0,1125.0,,t,14,44,74,254,2023-12-27,128,28,2,2018-01-02,2023-12-27,4.93,4.95,4.97,4.96,4.91,4.76,4.8,,t,1,1,0,0,1.76
21733471,https://www.airbnb.com/rooms/21733471,20231227173841,2023-12-28,previous scrape,Rental unit in Zürich · ★4.88 · 1 bedroom · 1 bed · 1 bath,,"The 2-room-apartement is situated in the central quarter 4 - a lovely, upbeat part of Zurich with many bars and restaurants nearby.",https://a0.muscache.com/pictures/84a95adf-6eea-4507-9a05-62b704d2998c.jpg,158275472,https://www.airbnb.com/users/show/158275472,Magdalena,2017-11-11,,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/d498855d-ebd5-49e4-a527-31ea5b88a9d3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d498855d-ebd5-49e4-a527-31ea5b88a9d3.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Zürich, Switzerland",Langstrasse,Kreis 4,47.37531,8.52332,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],,3,1125,3,3,1125,1125,3.0,1125.0,,,0,0,0,0,2023-12-28,25,0,0,2017-12-03,2020-10-16,4.88,4.88,4.8,5.0,4.92,4.68,4.76,,f,1,1,0,0,0.34
21764617,https://www.airbnb.com/rooms/21764617,20231227173841,2023-12-27,city scrape,Rental unit in Zürich · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,,"l appartamento e situato in un area davvero molto bella,tranquilla,ma con tutto vicino,alle spalle dell abitazione c e uno il parco piu grande di zurigo nel quale si possono praticare varie attivita e troverete anche aree da passeggio in parco.1stop  treno si raggiunge l aereoporto,2 stop treno e raggiungete il centro di zurigo,8 minuti di tram e raggiungete Glatt,zona industriale dove trovate un infinita di negozi e centri commerciali.",https://a0.muscache.com/pictures/4b6d7af7-5a73-4d9d-9ad0-3301017d1372.jpg,68462821,https://www.airbnb.com/users/show/68462821,Vincenzo,2016-04-23,"Zürich, Switzerland","hello i am vincenzo,i come from italy and i live in zurich with my wife Antonietta,she is a really nice person,we are both serious,trustworthy,friendly,openmind and we will be available for you for any suggest or questions.we both work in zurich,i am a cook,so i offer also meal service for my gust if required for a reasonable price,my wife is a professional cleaner,and she also take care of our house,so you will be sure to find a very clean place.we love travel infact we have traveled in many places worldwide.we also love spend time with friends or make new friends and find interesting people.for me airbnb is not only a way to make some money but is also a way to meet new people,help them to get the best from their travel and maybe make new friends.i think people are loosing confidence towards the next,but is just because we are doing a more asocial life,that way we don t trust anyone,that s why we should start to meet as much people possible in our life,we will discover that there are so many good persons in the world,the bad guy are only a small part of the world but only  by socializing we can discover that.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/860a0abb-ba5e-48f3-baf3-872afce1a2bf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/860a0abb-ba5e-48f3-baf3-872afce1a2bf.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Zürich, Switzerland",Oerlikon,Kreis 11,47.40726,8.55132,Private room in rental unit,Private room,1,,1 shared bath,,1,[],$189.00,20,1000,20,20,1125,1125,20.0,1125.0,,t,30,60,90,365,2023-12-27,100,0,0,2017-11-29,2020-10-31,4.79,4.81,4.85,4.89,4.94,4.65,4.72,,f,1,0,1,0,1.35
21823543,https://www.airbnb.com/rooms/21823543,20231227173841,2023-12-28,city scrape,Rental unit in Zürich · ★4.88 · 2 bedrooms · 4 beds · 1 bath,,"Just behind the house, you will find the bullingerhof park.<br />Cafes, bakery, bars, restaurants, grocery stores are all located in the neighbourhood.<br />There are all walkable in a few minutes.",https://a0.muscache.com/pictures/9e5f1dba-06a2-4e2f-b074-1c9d2c3984ee.jpg,34541936,https://www.airbnb.com/users/show/34541936,Strahinja,2015-05-29,Switzerland,"We are no company, we are family :)",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-34541936/original/008df65f-8432-4837-883d-2247aadda4a3.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-34541936/original/008df65f-8432-4837-883d-2247aadda4a3.jpeg?aki_policy=profile_x_medium,,12,13,"['email', 'phone']",t,t,"Zürich, Switzerland",Hard,Kreis 4,47.37853,8.51395,Entire rental unit,Entire home/apt,6,,1 bath,,4,[],$286.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2023-12-28,324,39,3,2017-12-07,2023-12-05,4.88,4.92,4.9,4.95,4.95,4.84,4.77,,t,12,12,0,0,4.39
21890929,https://www.airbnb.com/rooms/21890929,20231227173841,2023-12-28,city scrape,Rental unit in Zürich · ★4.80 · 1 bedroom · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-21890929/original/0c3c389a-fd3f-4187-9e3a-a3a208620aab.jpeg,23561865,https://www.airbnb.com/users/show/23561865,Dimi,2014-11-10,"Zurich, Switzerland","",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_x_medium,,63,134,"['email', 'phone', 'work_email']",t,t,,Seefeld,Kreis 8,47.35733,8.55358,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$168.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2023-12-28,87,21,2,2017-12-30,2023-12-19,4.8,4.91,4.88,4.97,4.94,4.94,4.77,,t,61,61,0,0,1.19
21931545,https://www.airbnb.com/rooms/21931545,20231227173841,2023-12-28,previous scrape,Rental unit in Zürich · 1 bedroom · 1 bed · 1 private bath,,,https://a0.muscache.com/pictures/540e8ee6-678d-470d-a127-9a8c3a83093f.jpg,109770104,https://www.airbnb.com/users/show/109770104,Linda,2017-01-04,"Zürich, Switzerland","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/0ef1d34a-ba87-4d83-aad8-24545d926cb6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0ef1d34a-ba87-4d83-aad8-24545d926cb6.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,f,,Affoltern,Kreis 11,47.42293,8.51255,Private room in rental unit,Private room,1,,1 private bath,,1,[],$58.00,35,35,35,35,35,35,35.0,35.0,,t,0,0,0,0,2023-12-28,0,0,0,,,,,,,,,,,f,1,0,1,0,
22023471,https://www.airbnb.com/rooms/22023471,20231227173841,2023-12-27,city scrape,Rental unit in Zürich · ★4.48 · Studio · 4 beds · 1 bath,,,https://a0.muscache.com/pictures/6faf5cd0-26b0-433f-bc27-2e96fe7294eb.jpg,13570663,https://www.airbnb.com/users/show/13570663,Christian Robert,2014-03-26,"Zürich, Switzerland","We would like to offer you our junior suites as  alternative  which 50% discount what hotels would offer. We can communicate fluently in English, German, French, Spanish and Italian. Will give our best that you feel comfortable !
",within an hour,100%,87%,f,https://a0.muscache.com/im/pictures/user/User-13570663/original/c729dcc5-e741-42d8-ab49-a030c3e705c7.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-13570663/original/c729dcc5-e741-42d8-ab49-a030c3e705c7.jpeg?aki_policy=profile_x_medium,,36,39,"['email', 'phone']",t,t,,Mühlebach,Kreis 8,47.34968393495061,8.56254923143869,Entire rental unit,Entire home/apt,3,,1 bath,,4,[],$86.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,25,39,69,344,2023-12-27,71,25,0,2017-12-03,2023-11-17,4.48,4.51,4.44,4.63,4.68,4.66,4.42,,t,35,34,1,0,0.96
22137695,https://www.airbnb.com/rooms/22137695,20231227173841,2023-12-28,city scrape,Rental unit in Zürich · ★4.91 · 1 bedroom · 2 beds · 1 bath,,"Just behind the house, you will find the bullingerhof park.<br />Cafes, bakery, bars, restaurants, grocery stores are all located in the neighbourhood.<br />There are all walkable in a few minutes.",https://a0.muscache.com/pictures/e10788cc-664e-4bfe-be1b-370d7e525092.jpg,34541936,https://www.airbnb.com/users/show/34541936,Strahinja,2015-05-29,Switzerland,"We are no company, we are family :)",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-34541936/original/008df65f-8432-4837-883d-2247aadda4a3.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-34541936/original/008df65f-8432-4837-883d-2247aadda4a3.jpeg?aki_policy=profile_x_medium,,12,13,"['email', 'phone']",t,t,"Zürich, ZH, Switzerland",Hard,Kreis 4,47.37843,8.5141,Entire rental unit,Entire home/apt,5,,1 bath,,2,[],$204.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,23,53,83,88,2023-12-28,435,62,2,2017-12-11,2023-12-18,4.91,4.94,4.93,4.96,4.94,4.79,4.79,,t,12,12,0,0,5.91
22171638,https://www.airbnb.com/rooms/22171638,20231227173841,2023-12-27,city scrape,Rental unit in Zürich · ★5.0 · Studio · 1 bed · 1 bath,,The apartment is in Wollishofen and is accessible by bus and train/tram. There is a really nice restaurant called Seerose and Fischers Fritz that are a few minutes walk from the apartment right on the lake.,https://a0.muscache.com/pictures/cf581848-4e31-4f37-a560-5c9ca7da768b.jpg,962686,https://www.airbnb.com/users/show/962686,Tania,2011-08-12,Switzerland,"I love to travel, adventure travel, and outdoor sports.",N/A,N/A,33%,f,https://a0.muscache.com/im/users/962686/profile_pic/1402924518/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/962686/profile_pic/1402924518/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Zürich, ZH, Switzerland",Wollishofen,Kreis 2,47.33497,8.53861,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$140.00,14,30,14,14,30,30,14.0,30.0,,t,16,16,16,16,2023-12-27,14,0,0,2018-01-09,2022-01-01,5.0,4.93,4.71,4.93,5.0,4.71,4.5,,f,1,1,0,0,0.19
22245449,https://www.airbnb.com/rooms/22245449,20231227173841,2023-12-28,previous scrape,Rental unit in Zürich · 1 bedroom · 1 bed · 1 private bath,,,https://a0.muscache.com/pictures/80c2ce91-6aba-4380-9f23-b621e5bdb7b9.jpg,160271099,https://www.airbnb.com/users/show/160271099,V,2017-11-27,"Zürich, Switzerland","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/cb0be810-881d-4a9e-a9b1-be4a7effea53.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cb0be810-881d-4a9e-a9b1-be4a7effea53.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Unterstrass,Kreis 6,47.3947,8.54022,Private room in rental unit,Private room,2,,1 private bath,,1,[],$200.00,1,2,1,1,2,2,1.0,2.0,,t,0,0,0,0,2023-12-28,0,0,0,,,,,,,,,,,f,1,0,1,0,
22261444,https://www.airbnb.com/rooms/22261444,20231227173841,2023-12-28,previous scrape,Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1.5 shared baths,,"Wollishofen-Kilchberg is a very green, quiet and first of all residential area. Due to its characteristics and proximity to the center it is in high demand. It offers nice views into green gardens, panoramic views over the lake and the mountains.<br />You will be woken up by birdsongs and not by traffic.<br />Some of the nicest lakeside bars and restaurants you can find along the Lake Zürich are nearby. (lf you look at the map indication of my listing click on the icons for restaurants or point of views you will find around my place to get some ideas.)<br />Also the famous LINDT chocolate factory and there gorgeous outlet shop is located nearby and you can often smell a slight  fragrance of chocolate in the air. <br />To have space, peace, a safe neighborhood and a lot of green around is what I love most living here and would like to share with you.",https://a0.muscache.com/pictures/f724da2b-8661-47e3-b8b0-a21ce4eaea33.jpg,8061776,https://www.airbnb.com/users/show/8061776,Salvia,2013-08-10,"Zürich, Switzerland","“It is passion that makes man live;  reason makes one only last.” 
― Nicolas Chamfort
""Durch die Leidenschaften lebt der Mensch, durch die Vernunft existiert er bloss.""

This is my motto  in life and I try to live up to it as much as I can. I have traveled extensively for work and leisure and made invaluable experiences during my trips. I am passionate about wine, food, exotic herbs and plants. But nothing beats good company and great talks! My home is my castle I love and I care about. You are welcome to share and enjoy it with me.

I am an easy going, open minded person with a lot of interests.  I love reading  and I am an ""old school"" newspaper addict. On a Sunday morning you will most likely find me on the sofa surrounded by newspapers and magazines and well equipped with coffee and cookies to indulge in what is going on in the world. 
*******************************************************************
Note to Guests
• I enjoy meeting people and like to know who my guests are. Write a bit about yourself and your purpose of travelling. That way I not only get a better picture of you but can come up with valuable information and ideas to make your arrival and stay pleasent, convenient and memorable.
• A novel of your life story isn't necessary; just write about what you think someone meeting you for the first time would want to know.
",within a few hours,100%,96%,t,https://a0.muscache.com/im/pictures/user/b5b4c9a6-f3f8-4ac7-9efa-b3fa0136a136.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b5b4c9a6-f3f8-4ac7-9efa-b3fa0136a136.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Zürich, Switzerland",Wollishofen,Kreis 2,47.33019,8.53608,Private room in rental unit,Private room,2,,1.5 shared baths,,2,[],,2,180,2,2,180,180,2.0,180.0,,,0,0,0,0,2023-12-28,4,3,0,2017-12-24,2023-07-24,5.0,5.0,5.0,5.0,5.0,4.5,4.75,,f,3,0,3,0,0.05
22280702,https://www.airbnb.com/rooms/22280702,20231227173841,2023-12-28,previous scrape,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/302d5270-ed44-491e-b29c-77921ec92ba7.jpg,162818374,https://www.airbnb.com/users/show/162818374,Nonen,2017-12-15,,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/00efe047-e2dd-40ee-9b54-0cba8a342930.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/00efe047-e2dd-40ee-9b54-0cba8a342930.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,f,,Wollishofen,Kreis 2,47.33281,8.53552,Private room in rental unit,Private room,2,,1 shared bath,,1,[],$110.00,1,1,1,1,1,1,1.0,1.0,,t,0,0,0,0,2023-12-28,0,0,0,,,,,,,,,,,f,1,0,1,0,
22323761,https://www.airbnb.com/rooms/22323761,20231227173841,2023-12-28,city scrape,Rental unit in Zürich · ★4.84 · 2 bedrooms · 3 beds · 2.5 baths,,"The apartment is located in the Downtown Zurich area in the famous ""Kreis 4"", which is a lively neighbourhood that offers many great restaurants, trendy shops, a nearby movie Theater and great public transportation.",https://a0.muscache.com/pictures/f6fac8f0-1848-4d56-a187-9ed1836be807.jpg,1788253,https://www.airbnb.com/users/show/1788253,Thierry,2012-02-21,"Zurich, Switzerland","Thierry is a 37 old Swiss entrepreneur and a father to 5-year old twins. I live and work in the surroundings of Zurich, love good food, design, art, travel and action. I play tennis, squash and golf; and also love outdoor activities and sports (skiing, hiking, etc.). I am working as the CEO of an international IT company.",within an hour,79%,99%,t,https://a0.muscache.com/im/pictures/user/b0c27cfe-f4d8-45fd-a644-8dd7e9372f0b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b0c27cfe-f4d8-45fd-a644-8dd7e9372f0b.jpg?aki_policy=profile_x_medium,,7,10,"['email', 'phone', 'work_email']",t,f,"Zürich, Switzerland",Langstrasse,Kreis 4,47.37455,8.52999,Entire rental unit,Entire home/apt,6,,2.5 baths,,3,[],$340.00,1,1125,1,2,1125,1125,1.3,1125.0,,t,10,25,43,166,2023-12-28,320,57,0,2018-01-02,2023-11-20,4.84,4.85,4.77,4.84,4.86,4.92,4.68,,f,4,4,0,0,4.39
22364826,https://www.airbnb.com/rooms/22364826,20231227173841,2023-12-27,city scrape,Condo in Zürich · ★4.62 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/a5bf3d96-8f09-4c0e-a88b-3949a8759306.jpg,3387193,https://www.airbnb.com/users/show/3387193,Dorothea,2012-08-27,"Zurich, Switzerland","Most of the apartements you can see in my profiIe are not mine. I manage them for my friends and they all have gorgeous places! So if you need a place to stay - likely I will have a bed available somewhere:)

I personally love to host people from all over the world. It's a great pleasure and joy to make your stay as nice as possible. I always stay with AirBnB when I'm travelling, so it could be that we see each other again...:) Be my guest!
",within an hour,98%,100%,f,https://a0.muscache.com/im/pictures/user/7d1a96db-a866-4ace-9b31-6e214868825b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d1a96db-a866-4ace-9b31-6e214868825b.jpg?aki_policy=profile_x_medium,,5,9,"['email', 'phone']",t,t,,Oberstrass,Kreis 6,47.37793,8.54704,Entire condo,Entire home/apt,2,,1 bath,,1,[],$90.00,2,90,2,2,90,90,2.0,90.0,,t,9,15,15,15,2023-12-27,340,76,4,2017-12-30,2023-12-23,4.62,4.7,4.43,4.88,4.92,4.84,4.63,,t,2,1,1,0,4.66
22394369,https://www.airbnb.com/rooms/22394369,20231227173841,2023-12-27,city scrape,Rental unit in Zürich · ★4.40 · Studio · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/2e4e50ac-feca-4356-b450-18e160e92629.jpg,13570663,https://www.airbnb.com/users/show/13570663,Christian Robert,2014-03-26,"Zürich, Switzerland","We would like to offer you our junior suites as  alternative  which 50% discount what hotels would offer. We can communicate fluently in English, German, French, Spanish and Italian. Will give our best that you feel comfortable !
",within an hour,100%,87%,f,https://a0.muscache.com/im/pictures/user/User-13570663/original/c729dcc5-e741-42d8-ab49-a030c3e705c7.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-13570663/original/c729dcc5-e741-42d8-ab49-a030c3e705c7.jpeg?aki_policy=profile_x_medium,,36,39,"['email', 'phone']",t,t,,Rathaus,Kreis 1,47.37329,8.5446,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$94.00,7,730,3,7,730,730,6.9,730.0,,t,10,39,69,323,2023-12-27,70,8,2,2018-01-01,2023-12-11,4.4,4.76,4.63,4.69,4.7,4.93,4.41,,t,35,34,1,0,0.96
22460153,https://www.airbnb.com/rooms/22460153,20231227173841,2023-12-28,previous scrape,Condo in Zürich · ★4.70 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/8340d442-ae24-44cb-b563-8ddd8d5f9c2e.jpg,140939030,https://www.airbnb.com/users/show/140939030,Intizar,2017-07-17,"Zürich, Switzerland","",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/ba8a2349-1554-41bf-973c-7791d9a617bb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba8a2349-1554-41bf-973c-7791d9a617bb.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Oerlikon,Kreis 11,47.41192,8.54734,Entire condo,Entire home/apt,2,,1 bath,,1,[],$89.00,3,20,3,3,20,20,3.0,20.0,,t,0,0,0,0,2023-12-28,27,9,0,2022-01-01,2023-11-24,4.7,4.78,4.3,4.67,4.74,4.59,4.48,,f,1,1,0,0,1.11
